ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_result,usd_funding_goal,company_address
1663570215ID,CLUSTER,Shorts,Film & Video,USD,2012-10-07,550.0,2012-09-17 20:22:01,680.0,successful,14,US,52688$ usd,680.0,550.0,"Banks Road, 83075"
1422192336ID,FDNY-Historial Firehouses in NYC ....B & W  Exhibit,Photography,Photography,USD,2013-01-07,9750.0,2012-12-08 02:40:05,1150.0,failed,3,US,85836$ usd,1150.0,9750.0,"Shannon Run, 91701"
684176078ID,Running Burgers - Burger/sliders served on a moving belt,Restaurants,Food,DKK,2017-06-08,1650000.0,2017-05-09 09:22:52,5015.0,failed,8,DK,89462$ usd,753.55,247926.43,"Gregory Way, 08465"
1824999787ID,"TAKU, The Monitor Stand PC Case",Hardware,Technology,USD,2017-07-28,100000.0,2017-05-29 03:40:34,48051.0,failed,138,US,94628$ usd,48051.0,100000.0,"Webb Mill, 56105"
1719598036ID,GIGM,Apparel,Fashion,USD,2014-07-18,25000.0,2014-06-16 01:18:01,222.0,failed,7,US,52745$ usd,222.0,25000.0,"Evans Point, 17325"
578284180ID,"Phystix ™ :   A Game of Skill, Strategy, and Balance",Tabletop Games,Games,USD,2012-11-08,5000.0,2012-10-09 17:56:18,9338.0,successful,169,US,72370$ usd,9338.0,5000.0,"Joel Shoals, 69987"
263612192ID,Index 0: A Double-LP of New Experimental Music,Music,Music,USD,2013-03-11,4444.0,2013-02-08 18:43:32,4973.11,successful,75,US,90283$ usd,4973.11,4444.0,"Erika Vista, 90818"
1070546880ID,Flying Adventures,Art Books,Publishing,DKK,2015-11-07,24000.0,2015-10-08 01:04:22,665.0,failed,2,DK,52792$ usd,95.94,3462.65,"Thomas Cape, 38879"
375132594ID,All bar - 100% TOTAL MEAL REPLACEMENT,Vegan,Food,CAD,2017-07-15,107657.0,2017-06-15 18:32:04,2285.0,failed,19,CA,65184$ usd,1814.07,85469.2,"Baker Vista, 84195"
338603558ID,Circle Wallet,Product Design,Design,CAD,2016-10-29,3000.0,2016-09-29 19:30:01,102.0,failed,7,CA,54951$ usd,75.93,2233.31,"Virginia Garden, 37139"
236781223ID,GUILE - A Medieval Memory Card Game for Two,Tabletop Games,Games,USD,2013-07-11,4000.0,2013-06-11 16:01:04,5642.59,successful,193,US,87504$ usd,5642.59,4000.0,"Jacqueline Plaza, 08449"
1912187260ID,Joe & Nancy's Beach House Murder Mystery,Shorts,Film & Video,USD,2013-04-27,2000.0,2013-03-28 13:00:55,2021.0,successful,49,US,95226$ usd,2021.0,2000.0,"Kimberly Lakes, 49946"
6152870ID,[UN]KNOWN: A Fine Art Photography Exhibition in Sicily,Fine Art,Photography,USD,2014-03-13,2000.0,2014-02-21 20:18:01,2000.0,successful,16,US,85258$ usd,2000.0,2000.0,"Amanda Cape, 37912"
1140276896ID,Area LEDs (Canceled),Hardware,Technology,USD,2014-07-24,25000.0,2014-06-24 17:52:05,54.0,canceled,3,US,61944$ usd,54.0,25000.0,"Williams Lock, 71692"
1626553364ID,Making room for a dream that's bigger than we ever imagined.,Restaurants,Food,USD,2016-04-12,108000.0,2016-02-12 01:03:10,1290.0,failed,19,US,68831$ usd,1290.0,108000.0,"Barbara Summit, 02926"
555101599ID,How to survive the Kardashian zombie apocalypse,Publishing,Publishing,USD,2014-09-14,1500.0,2014-08-15 22:42:31,0.0,failed,0,US,53590$ usd,0.0,1500.0,"Miranda Forges, 72450"
313637194ID,The Inner Prisms Project : Singularity  (Canceled),Country & Folk,Music,USD,2011-02-11,800.0,2011-01-20 00:09:15,0.0,canceled,0,US,83817$ usd,0.0,800.0,"Karen Ports, 60790"
1022212406ID,"A Safe, Easy-to-use 3D Printing Pen and Booklet for Teaching",3D Printing,Technology,USD,2017-05-15,7500.0,2017-03-31 03:03:32,721.0,suspended,15,US,55468$ usd,721.0,7500.0,"Elizabeth Junctions, 06280"
469295393ID,Quilt Stories - SUMMER TOUR,Art,Art,USD,2011-06-04,3000.0,2011-05-05 06:31:57,3242.0,successful,59,US,67872$ usd,3242.0,3000.0,"Kim Lodge, 92583"
1017507083ID,'Little' - Short Film,Shorts,Film & Video,GBP,2014-03-24,1650.0,2014-03-10 18:07:24,1710.0,successful,54,GB,59269$ usd,2844.26,2744.47,"Fowler Mews, 72918"
1244015628ID,The Gospel of Carol: The Untold Story of the Daughter of God,Comics,Comics,USD,2013-09-04,5999.0,2013-08-05 17:26:49,7050.16,successful,117,US,62530$ usd,7050.16,5999.0,"Young Center, 63768"
1851915837ID,Dominique LeJeune // WAKE EP,Pop,Music,USD,2012-10-20,400.0,2012-09-24 06:09:17,476.5,successful,25,US,64961$ usd,476.5,400.0,"Bradley Skyway, 32771"
250981779ID,THE FEIRING LINE: THE REAL WINE NEWSLETTER,Periodicals,Publishing,USD,2012-09-25,6000.0,2012-08-28 01:03:48,16962.0,successful,214,US,73257$ usd,16962.0,6000.0,"West Union, 08857"
841968916ID,The Nine Lives of Kat Kavannaugh,Webseries,Film & Video,USD,2015-07-31,10000.0,2015-06-01 19:34:20,0.0,failed,0,US,52017$ usd,0.0,10000.0,"Lane Ridge, 19616"
1096481754ID,The Season of Love,Shorts,Film & Video,USD,2017-03-20,20000.0,2017-01-25 04:05:01,0.0,failed,0,US,88920$ usd,0.0,20000.0,"Carter Mews, 63076"
934861909ID,"""Real Life"" ",Music,Music,USD,2010-09-19,10000.0,2010-08-04 21:38:34,0.0,failed,0,US,84356$ usd,0.0,10000.0,"Boyle Roads, 47589"
456519061ID,LO COMPLICADO - CORTOMETRAJE,Shorts,Film & Video,MXN,2017-03-29,50000.0,2017-03-03 23:02:09,51310.0,successful,40,MX,70473$ usd,2740.33,2670.37,"Dillon Brook, 12536"
1671936236ID,Effleurer Fashion by Paris 'Unmask the Night' Fashion Show,Fashion,Fashion,USD,2016-09-14,3600.0,2016-08-15 16:16:06,0.0,failed,0,US,60126$ usd,0.0,3600.0,"Brandon Keys, 95941"
1584244677ID,"S.A.S.S. (Smorrebrod, Asian, Sashimi and Soup) Cookbook",Cookbooks,Food,USD,2017-08-05,3500.0,2017-07-06 22:10:54,0.0,failed,0,US,93459$ usd,0.0,3500.0,"Daniel Tunnel, 54047"
1785675075ID,Basically Frightened,Documentary,Film & Video,USD,2012-11-21,9004.0,2012-11-01 19:48:55,9510.83,successful,73,US,67714$ usd,9510.83,9004.0,"Amanda Grove, 19613"
1503433084ID,"Books are Fresh, and mine will be too!",Poetry,Publishing,USD,2012-02-28,1200.0,2011-12-30 21:15:29,1680.72,successful,49,US,51840$ usd,1680.72,1200.0,"Tracy Station, 04685"
1479272733ID,The Adventures of Kratos Series,Children's Books,Publishing,USD,2014-11-05,100.0,2014-10-06 19:10:17,66.0,failed,2,US,67071$ usd,66.0,100.0,"Miller Stream, 08509"
502227368ID,"""My Oh My: The Dave Niehaus Story""",Nonfiction,Publishing,USD,2014-09-07,31000.0,2014-07-09 20:07:44,6422.0,failed,32,US,69075$ usd,6422.0,31000.0,"Brown Run, 06743"
685377293ID,"High Altitude Balloon DIY Book, temp measurements & images!",Technology,Technology,USD,2013-03-22,1000.0,2013-02-27 06:45:10,1361.0,successful,21,US,92268$ usd,1361.0,1000.0,"Cheryl Rest, 90114"
2057035745ID,Gnome Keepers-Embrace the Legend,Crafts,Crafts,USD,2015-02-26,5500.0,2015-01-27 02:53:02,636.0,failed,8,US,79119$ usd,636.0,5500.0,"Middleton Throughway, 66474"
7250195ID,"7 TOY PIANOS: HC & the A's need 1. a piano,  and 2. YOU",Music,Music,USD,2012-06-30,8000.0,2012-06-08 01:29:29,10720.11,successful,181,US,65122$ usd,10720.11,8000.0,"Mallory Union, 73057"
436646671ID,Expedition Press! Literary Letterpress,Publishing,Publishing,USD,2014-05-16,7500.0,2014-04-15 00:58:48,11105.0,successful,176,US,91385$ usd,11105.0,7500.0,"Logan Fork, 39935"
491948968ID,Cancelled :(,Video Games,Games,USD,2017-07-12,500000.0,2017-06-12 23:05:06,0.0,canceled,0,US,86152$ usd,0.0,500000.0,"Lee Tunnel, 19674"
510409720ID,Hopi - A Documentary in Progress,Film & Video,Film & Video,USD,2014-04-06,6000.0,2014-03-07 20:56:40,6030.0,successful,44,US,70954$ usd,6030.0,6000.0,"Karen Stream, 38560"
1210661346ID,"Children's Educational Music CD; Healthy, Wealthy & ...",Country & Folk,Music,USD,2011-04-29,3000.0,2011-03-30 20:47:09,3200.0,successful,20,US,56495$ usd,3200.0,3000.0,"Rachel Ramp, 93192"
1949641874ID,"""Madeleine McCann"" Collateral Damage",Nonfiction,Publishing,EUR,2017-12-20,30000.0,2017-11-22 14:56:06,1076.0,canceled,29,ES,82379$ usd,1275.38,35558.93,"Smith Club, 96082"
1419473625ID,Iconiatures - Coin & Squared Shaped Wooden Miniatures Icons,Tabletop Games,Games,USD,2017-08-11,500.0,2017-07-12 00:27:45,153.0,failed,3,US,66294$ usd,153.0,500.0,"Herrera Loop, 69968"
1791016741ID,"Lets Make ""Ziv The Green Banana""",Animation,Film & Video,USD,2011-09-15,1100.0,2011-08-01 04:44:15,1175.33,successful,30,US,68303$ usd,1175.33,1100.0,"Morrison Skyway, 13666"
98298497ID,My Apologies (Canceled),Fiction,Publishing,USD,2016-01-21,15000.0,2015-12-22 17:59:27,0.0,canceled,0,US,58374$ usd,0.0,15000.0,"Jeffrey Shoals, 43205"
523046513ID,"The route to Films, Video, and Trash Music Production",Music,Music,USD,2015-05-22,850.0,2015-04-07 13:59:48,1.0,failed,1,US,71142$ usd,1.0,850.0,"Gregory Meadows, 82828"
465046121ID,To produce the best blues song I am capable of,Blues,Music,AUD,2017-07-05,8000.0,2017-06-05 08:04:36,0.0,failed,0,AU,64000$ usd,0.0,6084.11,"Lisa Orchard, 52799"
695173079ID,Chris Zalewski and The Alcatraz Fugitives - Arrangements,Music,Music,USD,2011-04-10,1000.0,2011-02-08 01:07:14,1060.0,successful,21,US,52396$ usd,1060.0,1000.0,"Riddle Point, 03838"
748946786ID,Dollar Van Demos,Documentary,Film & Video,USD,2009-06-01,2000.0,2009-05-06 03:50:19,100.0,failed,1,US,68479$ usd,100.0,2000.0,"Matthew Isle, 74763"
99839967ID,Herfume,Fashion,Fashion,GBP,2015-01-17,500.0,2014-12-18 10:41:24,50.0,failed,1,GB,50904$ usd,74.92,749.23,"Benton Place, 68206"
1880049525ID,The Empire Collective Cup,Video Games,Games,GBP,2015-07-02,500.0,2015-06-02 17:13:02,515.0,successful,42,GB,81786$ usd,804.62,781.19,"Cathy Island, 73116"
2013796509ID,Sea Turtle Scurry,Tabletop Games,Games,USD,2016-10-04,1500.0,2016-09-13 18:20:03,2093.0,successful,51,US,88552$ usd,2093.0,1500.0,"Susan Crescent, 51207"
1614791826ID,RasPiBox Zero,DIY Electronics,Technology,EUR,2016-03-18,6000.0,2016-02-17 18:13:13,912.0,failed,25,DE,54281$ usd,1028.65,6767.43,"Elizabeth Trafficway, 68391"
13246281ID,SunglassSleeves: Eyewear Accessory for the Active Individual,Product Design,Design,USD,2015-12-12,3000.0,2015-10-31 22:32:29,130.0,failed,8,US,55919$ usd,130.0,3000.0,"Anthony Lodge, 31328"
850031461ID,"""BOTTLES IN THE AIR"" Album/Video Promotion",Hip-Hop,Music,USD,2015-09-27,100000.0,2015-08-04 20:23:27,0.0,failed,0,US,88179$ usd,0.0,100000.0,"Alexis Trafficway, 70748"
273906297ID,Filming The S. Kitchen presents...A Year in Review!,Food,Food,USD,2011-01-01,1000.0,2010-12-02 02:24:25,75.0,failed,2,US,96400$ usd,75.0,1000.0,"Jaclyn Forges, 95603"
883692909ID,Lost When Loved,Drama,Film & Video,DKK,2017-01-31,6000.0,2016-12-24 14:00:22,6125.0,successful,22,DK,98250$ usd,884.54,866.49,"Evans Lakes, 68944"
696996631ID,Sullivan's Winter - Exploring Wild Scotland in Winter,Experimental,Film & Video,GBP,2016-01-06,4500.0,2015-12-04 22:49:45,4675.0,successful,73,GB,56640$ usd,6813.68,6558.62,"Solomon Stravenue, 49844"
2003040291ID,THIS NUMBER HAS BEEN ESTABLISHED FOR SOFIE SMITH (Canceled),Art Books,Publishing,USD,2012-04-03,3000.0,2012-02-18 01:55:01,1055.0,canceled,25,US,85016$ usd,1055.0,3000.0,"Chelsey Villages, 28235"
308853267ID,Night Clan,Tabletop Games,Games,EUR,2017-08-04,6000.0,2017-07-05 17:08:11,19612.0,successful,1254,ES,94134$ usd,23275.58,7120.82,"Macias Ramp, 54281"
1871580252ID,Wind Song,Shorts,Film & Video,USD,2013-08-23,2800.0,2013-07-26 21:20:05,3165.0,successful,14,US,96089$ usd,3165.0,2800.0,"Julie Forge, 18837"
228482452ID,From Earth to Moon: How chance made the moon.,Documentary,Film & Video,USD,2014-11-29,10000.0,2014-10-14 23:23:23,1.0,failed,1,US,55478$ usd,1.0,10000.0,"Carter Forges, 47014"
755872326ID,InvisiBoard (Canceled),Hardware,Technology,DKK,2015-08-02,400000.0,2015-07-07 23:29:38,100.0,canceled,1,DK,55921$ usd,14.66,58649.31,"Connie Grove, 47379"
122405678ID,"CNH | Ceramic ""Nest"" heaters",Product Design,Design,MXN,2018-01-07,250000.0,2017-11-28 18:38:55,10245.0,live,31,MX,96599$ usd,536.05,13080.79,"Michael Forge, 29816"
1825983276ID,Occupy Road Trip,Documentary,Film & Video,USD,2012-06-29,23023.0,2012-06-02 23:17:55,1286.3,failed,29,US,82615$ usd,1286.3,23023.0,"Frederick Throughway, 60835"
2019424914ID,LOVE,Documentary,Film & Video,USD,2013-09-30,1000.0,2013-08-30 14:51:02,2116.0,successful,35,US,89376$ usd,2116.0,1000.0,"Jones Lane, 94732"
883738311ID,MadamX-Get Your X On! (Canceled),Apparel,Fashion,USD,2014-10-30,8100.0,2014-09-30 16:59:52,0.0,canceled,0,US,72016$ usd,0.0,8100.0,"Kimberly Fords, 47422"
530810063ID,Bring War of Loyalties to Print! --Historical Fiction Book,Fiction,Publishing,USD,2017-06-23,5000.0,2017-05-24 02:53:47,5085.0,successful,75,US,64270$ usd,5085.0,5000.0,"Rodriguez Mall, 22770"
1080708211ID,Amherst is trying to record an album.,Rock,Music,USD,2012-08-23,500.0,2012-07-24 23:37:15,19.0,failed,1,US,70605$ usd,19.0,500.0,"White Shoals, 97385"
749288391ID,Saving a Genre- MD Wall- The Solitude Era Album,Rock,Music,USD,2014-07-12,9000.0,2014-06-12 00:31:38,0.0,failed,0,US,72795$ usd,0.0,9000.0,"Yesenia Row, 07003"
1472203547ID,Snow,Shorts,Film & Video,USD,2012-03-07,8600.0,2012-02-15 19:09:30,981.0,failed,9,US,99445$ usd,981.0,8600.0,"Davidson Landing, 66885"
263718526ID,Starchild 'Alien' Wear (Canceled),Fashion,Fashion,USD,2013-05-01,35000.0,2013-03-28 21:58:15,51.0,canceled,2,US,65843$ usd,51.0,35000.0,"Jeffrey Ridge, 33667"
134355128ID,"Magic The Crest, The Novel",Fiction,Publishing,USD,2014-07-20,1000.0,2014-05-22 01:53:21,2211.0,successful,60,US,58987$ usd,2211.0,1000.0,"Sara Wall, 63237"
1912999611ID,"Acaso, the short film",Shorts,Film & Video,USD,2012-12-29,5650.0,2012-11-29 14:37:29,6700.0,successful,86,US,89539$ usd,6700.0,5650.0,"Craig Motorway, 30259"
1132091458ID,A VanishingTrail,Documentary,Film & Video,USD,2015-02-03,14000.0,2015-01-04 17:24:39,2186.0,failed,12,US,88199$ usd,2186.0,14000.0,"Jones Coves, 86790"
131127686ID,'Beautiful Unfolding' - debut album by Reilly Scott,Music,Music,CAD,2017-03-10,7000.0,2017-02-08 06:40:45,7935.0,successful,128,CA,70981$ usd,5876.04,5183.65,"Warren Forge, 97274"
981070074ID,Random Accessed Memories - LTD Wax,Music,Music,USD,2017-01-20,3500.0,2017-01-05 21:34:33,3505.0,successful,34,US,71495$ usd,3505.0,3500.0,"Todd Trace, 27506"
874946578ID,Funding for Kansas City Fashion Week 2013,Fashion,Fashion,USD,2012-11-14,1200.0,2012-10-12 03:22:00,1200.0,successful,20,US,65732$ usd,1200.0,1200.0,"Brittany Hills, 57175"
177923614ID,THE TRUTH,Action,Film & Video,USD,2015-02-07,250000.0,2015-01-08 02:01:42,1.0,failed,1,US,80884$ usd,1.0,250000.0,"Kaufman Garden, 18943"
720847615ID,New Earl Wear & Haywire CD!,Country & Folk,Music,USD,2014-01-06,10000.0,2013-12-07 03:38:25,600.0,failed,5,US,58136$ usd,600.0,10000.0,"Benjamin Point, 61739"
688456275ID,A. Burger and Seafood Restaurant,Restaurants,Food,GBP,2015-01-13,25000.0,2014-12-14 18:27:39,0.0,failed,0,GB,72963$ usd,0.0,37933.96,"Shelton Junction, 37267"
1913827824ID,Golden Gloves wants to press a record!,Indie Rock,Music,USD,2011-12-18,1000.0,2011-11-18 15:32:37,1220.0,successful,44,US,87701$ usd,1220.0,1000.0,"Sandra Divide, 35590"
2068245606ID,La Vida Hispana - Educational Monthly Magazine (Spanish),Periodicals,Publishing,USD,2016-01-06,50000.0,2015-12-07 17:42:47,0.0,failed,0,US,72171$ usd,0.0,50000.0,"Miller Corner, 46532"
349152446ID,Tasty Morsels Bakery: Baked Goods Made In Brooklyn,Food,Food,USD,2012-11-30,6000.0,2012-10-30 13:18:02,1620.0,failed,45,US,89540$ usd,1620.0,6000.0,"Carrie Run, 50573"
1159708197ID,Edinburgh Escapades; Vrashka & The Spielpalast do the Fringe,Performance Art,Art,USD,2011-07-28,450.0,2011-07-01 06:21:26,765.0,successful,17,US,57831$ usd,765.0,450.0,"Davis Divide, 68863"
780483037ID,Noah's Ark: The Anthropology of Genesis,Academic,Publishing,USD,2016-06-08,5000.0,2016-05-03 21:49:33,24.0,failed,2,US,68350$ usd,24.0,5000.0,"David Route, 22598"
1685415ID,AMALGAM – A1 poster series,Graphic Design,Design,GBP,2014-12-09,2500.0,2014-11-09 18:43:14,475.0,failed,10,GB,65033$ usd,746.21,3927.42,"Joshua Fort, 15165"
1186589970ID,The Compluffins,Children's Books,Publishing,USD,2015-06-15,60000.0,2015-04-16 20:32:12,28.0,failed,2,US,99394$ usd,28.0,60000.0,"Brett Shore, 16134"
1435547648ID,OGGL : german handmade jewelry,Crafts,Crafts,EUR,2015-10-02,50000.0,2015-08-18 10:56:27,5.0,failed,1,DE,67314$ usd,5.58,55799.83,"Diaz Mews, 58069"
1103908230ID,Fancy Pants Chance Likes to Dance Board Book,Illustration,Art,USD,2016-03-03,9025.0,2016-02-02 17:14:04,546.0,failed,18,US,81706$ usd,546.0,9025.0,"Patricia Pass, 28442"
779473799ID,Mini Anatomy Figure,Sculpture,Art,CAD,2014-12-19,3000.0,2014-11-04 00:23:52,1437.0,failed,11,CA,58158$ usd,1239.22,2587.1,"Randolph Way, 19307"
1724350945ID,Prince of wolves (Canceled),Television,Film & Video,USD,2016-05-13,15000.0,2016-04-03 00:30:13,50.0,canceled,2,US,59176$ usd,50.0,15000.0,"Brian Creek, 34142"
676937049ID,Six Seasons and a Movie Art Show,Art,Art,USD,2012-05-04,3500.0,2012-04-04 22:05:31,6565.0,successful,135,US,59442$ usd,6565.0,3500.0,"Taylor Ville, 31814"
776091345ID,Lace & Lemonade Paper Subscription Box,Printing,Crafts,USD,2014-09-19,3500.0,2014-08-20 18:21:52,335.0,failed,6,US,57741$ usd,335.0,3500.0,"Matthew Field, 65248"
107407615ID,Unreal e-Sports Bar,Video Games,Games,EUR,2016-09-15,20000.0,2016-08-08 09:37:33,347.0,failed,12,ES,96641$ usd,389.54,22451.98,"Best Knoll, 18389"
292968532ID,Ben Schmidt-Swartz & Nelson Oliva Present: Mastermind,Jazz,Music,USD,2012-09-16,3000.0,2012-08-08 20:53:45,3447.0,successful,63,US,61946$ usd,3447.0,3000.0,"Cross Overpass, 47743"
1757403082ID,DeAndre Brackensick EP,R&B,Music,USD,2017-04-02,8000.0,2017-02-01 05:14:35,10556.0,successful,84,US,76332$ usd,10556.0,8000.0,"Nelson Circle, 21471"
264187788ID,"""Vindmøllernes sus""",Drama,Film & Video,DKK,2015-04-18,15000.0,2015-03-04 19:22:05,16770.0,successful,23,DK,83676$ usd,2433.01,2176.22,"Snyder Route, 02519"
1964718552ID,Activitiez,Apps,Technology,EUR,2017-11-19,14000.0,2017-10-20 21:19:29,0.0,failed,0,DE,86054$ usd,0.0,16627.87,"Ballard Squares, 13347"
1426332307ID,Runaway Imagination,Children's Books,Publishing,USD,2013-08-31,2700.0,2013-08-01 03:55:25,3449.0,successful,66,US,75497$ usd,3449.0,2700.0,"Dominguez Grove, 88616"
917309508ID,Novustory Tour!,Rock,Music,GBP,2016-04-27,2500.0,2016-02-28 01:26:35,2505.23,successful,124,GB,83363$ usd,3661.28,3653.64,"Kimberly Shoal, 60510"
298953859ID,God Mouse Prints,Places,Photography,USD,2017-04-05,1200.0,2017-03-12 01:57:13,1.0,failed,1,US,61669$ usd,1.0,1200.0,"Christina Underpass, 39097"
1556062673ID,Super Mario Reorchestrated's First Album (Canceled),Music,Music,USD,2012-05-07,1000.0,2012-03-23 18:16:35,1.0,canceled,1,US,93260$ usd,1.0,1000.0,"Andrea Course, 58341"
848434445ID,The Adventurers of Pb&j (Canceled),Comic Books,Comics,USD,2016-04-18,6000.0,2016-03-19 17:15:03,0.0,canceled,0,US,90993$ usd,0.0,6000.0,"Trujillo Path, 44200"
2069121092ID,The King's Armory -The Tower Defense Board Game! - LAST DAY!,Tabletop Games,Games,USD,2013-08-26,72000.0,2013-07-16 20:22:14,25279.0,failed,362,US,53724$ usd,25279.0,72000.0,"Price Ranch, 85537"
430454181ID,Teaching Ted: Not Common At The Core,Webcomics,Comics,USD,2016-04-11,10000.0,2016-03-13 01:05:17,111.0,failed,6,US,88170$ usd,111.0,10000.0,"Isaac Turnpike, 96091"
259767941ID,"""Naturally Supernatural""- A Novel",Fiction,Publishing,USD,2014-03-12,5000.0,2014-02-10 07:58:05,163.5,failed,2,US,57285$ usd,163.5,5000.0,"Anthony Expressway, 34195"
844845831ID,Sniffer Stickers™: Life's too short for unwanted smells.,Product Design,Design,USD,2016-11-09,400.0,2016-10-19 01:37:09,6.0,failed,1,US,82026$ usd,6.0,400.0,"Emily Tunnel, 78039"
851974016ID,Memory,Film & Video,Film & Video,USD,2012-04-01,7000.0,2012-02-15 19:10:54,2.0,failed,1,US,52898$ usd,2.0,7000.0,"Christopher Shores, 44213"
566052111ID,The Lonely Man,Shorts,Film & Video,GBP,2013-07-02,1500.0,2013-06-25 17:25:04,365.0,failed,6,GB,91905$ usd,546.43,2245.61,"Jason Keys, 65399"
671600795ID,Key Wrangler,Product Design,Design,USD,2017-04-21,10000.0,2017-03-07 13:50:43,25024.0,successful,323,US,94118$ usd,25024.0,10000.0,"Hines Parks, 43367"
800301281ID,"GeoDice(1/2"" x 1/2"" Metal Dice)- CNC Machined Aluminum Dice",Gaming Hardware,Games,USD,2014-10-31,4000.0,2014-09-19 14:49:51,5964.0,successful,124,US,61434$ usd,5964.0,4000.0,"Whitney Gardens, 92766"
1793808103ID,This is not the project you're looking for... (Canceled),Conceptual Art,Art,USD,2011-06-27,15000.0,2011-05-22 22:32:40,0.0,canceled,0,US,88980$ usd,0.0,15000.0,"Todd Falls, 36707"
1087190388ID,Animal Woodworx - Hand Crafted Pet safe Products,Product Design,Design,AUD,2014-05-11,10000.0,2014-04-11 20:08:12,1.0,failed,1,AU,57357$ usd,0.94,9359.79,"Best Hill, 87180"
190599737ID,The humorous Entrepreneurship comic book,Comics,Comics,USD,2012-09-11,8500.0,2012-08-07 22:37:20,3596.0,failed,24,US,74777$ usd,3596.0,8500.0,"Mcdaniel Mission, 82205"
1781736895ID,Friday The 13th: The Micros Play Monk - the new CD by The Microscopic Septet,Jazz,Music,USD,2010-04-25,9000.0,2010-03-27 07:33:04,10022.0,successful,59,US,90968$ usd,10022.0,9000.0,"Yvonne Shoals, 83263"
1066168154ID,GX3: Everyone Games,Video Games,Games,USD,2014-09-19,80000.0,2014-08-25 17:39:44,97917.14,successful,999,US,52995$ usd,97917.14,80000.0,"Beck River, 69711"
24724364ID,Tuck Shop Heros - Bringing back our Confectionery Heros!,Food,Food,GBP,2018-01-07,10000.0,2017-12-09 10:25:14,440.0,live,7,GB,68711$ usd,600.15,13639.77,"Kimberly Mountain, 31753"
1357162555ID,GRAVITY (future T shirt store & lounge for at risk teens),Apparel,Fashion,USD,2014-09-12,10000.0,2014-08-12 03:29:54,53.0,canceled,3,US,74969$ usd,53.0,10000.0,"Cox Freeway, 51396"
2014910784ID,The Flight Deck: The Dawn of Aviation Playing Cards,Tabletop Games,Games,USD,2014-04-02,27000.0,2014-02-24 21:01:22,34290.57,successful,629,US,74396$ usd,34290.57,27000.0,"Monica Camp, 79448"
555901988ID,Warblade Studio,Art,Art,EUR,2015-10-22,6000.0,2015-09-22 09:35:15,0.0,failed,0,ES,87259$ usd,0.0,6650.41,"Melanie Dam, 87568"
1101774800ID,2 New Graphic Novels From Creephouse Comics,Graphic Novels,Comics,USD,2014-11-01,5000.0,2014-10-01 16:22:13,1965.0,failed,49,US,98355$ usd,1965.0,5000.0,"Jennifer Locks, 26398"
1643198769ID,Tear The Place Apart!'s new album,Rock,Music,USD,2011-06-25,300.0,2011-05-26 05:23:19,120.71,failed,7,US,97911$ usd,120.71,300.0,"Barbara Streets, 24554"
158335531ID,Wordliest.com,Publishing,Publishing,USD,2016-08-08,1100.0,2016-07-09 20:41:37,100.0,failed,2,US,87913$ usd,100.0,1100.0,"Catherine River, 11814"
64973113ID,Lars the Emo Kid: Houston Screening Nov 1 2015,Narrative Film,Film & Video,USD,2015-10-19,700.0,2015-09-25 22:00:05,851.0,successful,40,US,76907$ usd,851.0,700.0,"Norman Court, 80624"
1857941342ID,Cardiff School of Acting,Theater,Theater,GBP,2017-09-30,25000.0,2017-09-13 16:28:17,0.0,failed,0,GB,82035$ usd,0.0,32688.28,"Ellen Estate, 19865"
1104513616ID,Ozias Studio Project,Indie Rock,Music,USD,2010-07-01,4500.0,2010-05-10 22:32:29,63.0,failed,2,US,71438$ usd,63.0,4500.0,"Wilson Forest, 27400"
85721742ID,Mental Illness Plushies: Real Monsters Come to Life!,Crafts,Crafts,GBP,2015-11-14,1300.0,2015-10-10 11:56:21,29202.7,successful,508,GB,74487$ usd,44524.46,1982.07,"Garcia Fields, 07360"
1648738254ID,"GOOD VIBES ONLY Clothing Co. | Positive Mind, Positive Life!",Apparel,Fashion,USD,2016-03-15,30000.0,2016-02-14 07:01:31,91.0,failed,6,US,78917$ usd,91.0,30000.0,"Scott Club, 92133"
1925275229ID,"""IF ANY MAN"" - Location Scouting",Documentary,Film & Video,USD,2014-10-11,30000.0,2014-08-12 00:43:36,0.0,failed,0,US,97158$ usd,0.0,30000.0,"Barry Ford, 76760"
265840920ID,Join the Midway Film Project!,Documentary,Film & Video,USD,2012-07-18,100000.0,2012-06-08 07:30:49,112273.86,successful,1646,US,50793$ usd,112273.86,100000.0,"Hopkins Hills, 23402"
1325010268ID,Jim Semonik & Lee Lauer To Release Red Lokust Project!,Electronic Music,Music,USD,2016-04-09,2000.0,2016-03-10 05:00:52,2605.0,successful,58,US,83484$ usd,2605.0,2000.0,"Alyssa Camp, 02097"
871197943ID,Turn the Other Teak (Suspended),Crafts,Crafts,USD,2012-08-02,800.0,2012-07-03 21:28:17,3521.0,suspended,65,US,65253$ usd,3521.0,800.0,"Cheryl Stream, 82421"
369913151ID,seVen - A Music Game / Learning Tool for iPhone/iPod Touch,Video Games,Games,USD,2010-07-01,10000.0,2010-05-26 22:14:39,528.0,failed,16,US,62727$ usd,528.0,10000.0,"Tina Expressway, 20296"
